om_category,fsq_category_name,fsq_category_label,confidence_score
internet_service_provider,Tour Provider,Travel and Transportation > Tourist Information and Service > Tour Provider,64.4
tubing_provider,Tour Provider,Travel and Transportation > Tourist Information and Service > Tour Provider,64.4
telecommunications_company,Telecommunication Service,Business and Professional Services > Telecommunication Service,64.4
printing_equipment_and_supply,Scientific Equipment Supplier,Business and Professional Services > Scientific Equipment Supplier,64.4
local_and_state_government_offices,Community and Government,Community and Government,64.4
architect,Architecture Firm,Business and Professional Services > Architecture Firm,64.4
airline,Line,Event > Line,64.3
awning_supplier,Plastics Supplier,Business and Professional Services > Plastics Supplier,64.3
waldorf_school,Art School,Community and Government > Education > Art School,64.3
b2b_farming,Framing Store,Retail > Framing Store,64.2
door_sales_service,Audiovisual Service,Business and Professional Services > Audiovisual Service,64.2
professional_sports_team,Business and Professional Services,Business and Professional Services,64.2
movers,Mover,Business and Professional Services > Home Improvement Service > Mover,64.2
general_festivals,Festival,Event > Entertainment Event > Festival,64.2
orthopedic_shoe_store,Orthopedic Surgeon,Health and Medicine > Physician > Orthopedic Surgeon,64.2
furniture_accessory_store,Furniture and Home Store,Retail > Furniture and Home Store,64.2
bail_bonds_service,Business Service,Business and Professional Services > Business Service,64.1
oil_change_station,Electric Vehicle Charging Station,Travel and Transportation > Electric Vehicle Charging Station,64.1
customs_broker,Stock Broker,Business and Professional Services > Financial Service > Stock Broker,64.1
religious_items,Religious School,Community and Government > Education > Religious School,64.1
newspaper_advertising,Advertising Agency,Business and Professional Services > Advertising Agency,64.1
reptile_shop,Retail,Retail,64.1
public_toilet,Public Art,Arts and Entertainment > Public Art,64.0
engineering_services,Logging Service,Business and Professional Services > Logging Service,64.0
endocrinologist,Cardiologist,Health and Medicine > Physician > Cardiologist,64.0
handball_court,Volleyball Court,Sports and Recreation > Volleyball Court,64.0
computer_store,Computer Repair Service,Business and Professional Services > Computer Repair Service,64.0
russian_grocery_store,Organic Grocery,Retail > Food and Beverage Retail > Grocery Store > Organic Grocery,64.0
office_equipment,Scientific Equipment Supplier,Business and Professional Services > Scientific Equipment Supplier,63.9
suicide_prevention_services,Event Service,Business and Professional Services > Event Service,63.9
memorial_park,Memorial Site,Landmarks and Outdoors > Memorial Site,63.9
service_apartments,Department Store,Retail > Department Store,63.9
agricultural_service,Agriculture and Forestry Service,Business and Professional Services > Agriculture and Forestry Service,63.9
food_consultant,Food Court,Dining and Drinking > Food Court,63.9
airport_shuttles,Airport,Travel and Transportation > Transport Hub > Airport,63.8
glass_and_mirror_sales_service,Business and Professional Services,Business and Professional Services,63.8
cancer_treatment_center,Water Treatment Service,Business and Professional Services > Water Treatment Service,63.8
fence_and_gate_sales_service,Legal Service,Business and Professional Services > Legal Service,63.8
traffic_school,Trade School,Community and Government > Education > Trade School,63.8
firewood,Fireworks Store,Retail > Fireworks Store,63.8
hvac_services,Event Service,Business and Professional Services > Event Service,63.8
personal_assistant,Personal Trainer,Sports and Recreation > Personal Trainer,63.7
sand_and_gravel_supplier,Paper Supplier,Business and Professional Services > Paper Supplier,63.7
gerontologist,Oncologist,Health and Medicine > Physician > Oncologist,63.7
amateur_sports_league,Water Sports,Sports and Recreation > Water Sports,63.7
shooting_range,Gun Range,Sports and Recreation > Gun Range,63.7
truck_repair,Tire Repair Shop,Business and Professional Services > Automotive Service > Tire Repair Shop,63.7
pool_cleaning,Professional Cleaning Service,Business and Professional Services > Home Improvement Service > Professional Cleaning Service,63.7
real_estate_investment,Real Estate Agency,Business and Professional Services > Real Estate Service > Real Estate Agency,63.7
party_bus_rental,Party Center,Arts and Entertainment > Party Center,63.6
stucco_services,Tutoring Service,Business and Professional Services > Tutoring Service,63.6
cooking_school,Driving School,Community and Government > Education > Driving School,63.6
civil_engineers,Engineer,Business and Professional Services > Engineer,63.6
truck_gas_station,Bus Station,Travel and Transportation > Transport Hub > Bus Station,63.6
officiating_services,Financial Service,Business and Professional Services > Financial Service,63.6
toll_stations,Stationery Store,Retail > Stationery Store,63.6
smoothie_juice_bar,Smoothie Shop,Dining and Drinking > Smoothie Shop,63.6
table_tennis_club,Tennis Store,Retail > Sporting Goods Retail > Tennis Store,63.5
beauty_and_spa,Spa,Business and Professional Services > Health and Beauty Service > Spa,63.5
damage_restoration,Art Restoration Service,Business and Professional Services > Art Restoration Service,63.5
family_counselor,Career Counselor,Business and Professional Services > Career Counselor,63.5
watch_store,Watch Store,Retail > Fashion Retail > Watch Store,63.5
pentecostal_church,Church,Community and Government > Spiritual Center > Church,63.5
lottery_ticket,Lottery Retailer,Business and Professional Services > Lottery Retailer,63.5
diagnostic_services,IT Service,Business and Professional Services > Technology Business > IT Service,63.5
life_insurance,Insurance Agency,Business and Professional Services > Insurance Agency,63.5
crisis_intervention_services,Translation Service,Business and Professional Services > Translation Service,63.4
esports_team,Sports Club,Sports and Recreation > Sports Club,63.4
pool_and_hot_tub_services,Import and Export Service,Business and Professional Services > Import and Export Service,63.4
tutoring_center,Tutoring Service,Business and Professional Services > Tutoring Service,63.4
restaurant_equipment_and_supply,Industrial Equipment Supplier,Business and Professional Services > Industrial Equipment Supplier,63.4
guest_house,Auction House,Retail > Auction House,63.4
passport_and_visa_services,Import and Export Service,Business and Professional Services > Import and Export Service,63.4
wholesale_store,Wholesaler,Business and Professional Services > Wholesaler,63.4
school_sports_team,Sports Club,Sports and Recreation > Sports Club,63.4
federal_government_offices,Government Lobbyist,Community and Government > Government Lobbyist,63.4
outdoor_movies,Outdoor Supply Store,Retail > Outdoor Supply Store,63.4
machine_and_tool_rentals,Machine Shop,Business and Professional Services > Machine Shop,63.3
aluminum_supplier,Petroleum Supplier,Business and Professional Services > Petroleum Supplier,63.3
mortuary_services,Rental Service,Business and Professional Services > Rental Service,63.3
courier_and_delivery_services,Creative Service,Business and Professional Services > Creative Service,63.3
personal_shopper,Personal Trainer,Sports and Recreation > Personal Trainer,63.3
health_insurance_office,Health and Medicine,Health and Medicine,63.3
powder_coating_service,Transportation Service,Travel and Transportation > Transportation Service,63.2
civilization_museum,Museum,Arts and Entertainment > Museum,63.2
toy_store,Toy Store,Retail > Toy Store,63.2
skate_shop,Skate Store,Retail > Sporting Goods Retail > Skate Store,63.2
oil_and_gas_exploration_and_development,Housing Development,Community and Government > Housing Development,63.2
outdoor_furniture_store,Furniture and Home Store,Retail > Furniture and Home Store,63.2
telemarketing_services,Welding Service,Business and Professional Services > Welding Service,63.2
theatre,Theater,Arts and Entertainment > Performing Arts Venue > Theater,63.2
adventure_sports_center,Sports Club,Sports and Recreation > Sports Club,63.2
water_purification_services,Water Treatment Service,Business and Professional Services > Water Treatment Service,63.1
social_media_company,Mobile Company,Business and Professional Services > Mobile Company,63.1
weather_forecast_services,Water Treatment Service,Business and Professional Services > Water Treatment Service,63.0
consultant_and_general_service,Legal Service,Business and Professional Services > Legal Service,63.0
party_character,Party Center,Arts and Entertainment > Party Center,63.0
flyboarding_rental,Floating Market,Retail > Floating Market,63.0
recycling_center,Recycling Facility,Business and Professional Services > Recycling Facility,63.0
cemeteries,Cemetery,Community and Government > Cemetery,63.0
beer_tours,Beer Store,Retail > Food and Beverage Retail > Beer Store,63.0
indian_grocery_store,Organic Grocery,Retail > Food and Beverage Retail > Grocery Store > Organic Grocery,63.0
digitizing_services,Logging Service,Business and Professional Services > Logging Service,62.9
b2b_medical_support_services,Medical Supply Store,Retail > Medical Supply Store,62.9
mobile_home_park,Mobile Company,Business and Professional Services > Mobile Company,62.9
eyebrow_service,Emergency Service,Health and Medicine > Emergency Service,62.9
musical_instrument_services,Rental Service,Business and Professional Services > Rental Service,62.9
petting_zoo,Zoo,Arts and Entertainment > Zoo,62.9
specialty_school,Private School,Community and Government > Education > Private School,62.8
shared_office_space,Office Supply Store,Retail > Office Supply Store,62.8
agricultural_engineering_service,Agriculture and Forestry Service,Business and Professional Services > Agriculture and Forestry Service,62.8
home_cleaning,Professional Cleaning Service,Business and Professional Services > Home Improvement Service > Professional Cleaning Service,62.8
office_cleaning,Office Building,Business and Professional Services > Office > Office Building,62.8
boat_dealer,Boat Rental,Travel and Transportation > Boat Rental,62.8
beauty_salon,Hair Salon,Business and Professional Services > Health and Beauty Service > Hair Salon,62.8
horseback_riding_service,Welding Service,Business and Professional Services > Welding Service,62.8
golf_cart_dealer,Car Dealership,Retail > Automotive Retail > Car Dealership,62.7
horse_racing_track,Race Track,Sports and Recreation > Race Track,62.7
wedding_planning,Dining and Drinking,Dining and Drinking,62.7
climbing_class,Rock Climbing Spot,Landmarks and Outdoors > Rock Climbing Spot,62.7
montessori_school,Music School,Community and Government > Education > Music School,62.7
personal_injury_law,Personal Trainer,Sports and Recreation > Personal Trainer,62.7
paddleboard_rental,Boat Rental,Travel and Transportation > Boat Rental,62.7
horse_boarding,Board Store,Retail > Board Store,62.6
hair_supply_stores,Party Supply Store,Retail > Party Supply Store,62.6
farm_equipment_and_supply,Industrial Equipment Supplier,Business and Professional Services > Industrial Equipment Supplier,62.6
mexican_grocery_store,Organic Grocery,Retail > Food and Beverage Retail > Grocery Store > Organic Grocery,62.6
tattoo_and_piercing,Body Piercing Shop,Business and Professional Services > Health and Beauty Service > Body Piercing Shop,62.6
evangelical_church,Church,Community and Government > Spiritual Center > Church,62.6
structure_and_geography,Structure,Landmarks and Outdoors > Structure,62.6
refinishing_services,Logging Service,Business and Professional Services > Logging Service,62.6
direct_mail_advertising,Direct Mail and Email Marketing Service,Business and Professional Services > Direct Mail and Email Marketing Service,62.5
national_security_services,Promotional Item Service,Business and Professional Services > Promotional Item Service,62.5
beauty_product_supplier,Petroleum Supplier,Business and Professional Services > Petroleum Supplier,62.5
building_contractor,Fence Contractor,Business and Professional Services > Home Improvement Service > Fence Contractor,62.5
research_institute,Research Station,Business and Professional Services > Research Station,62.5
freight_and_cargo_service,Financial or Legal Service,Retail > Financial or Legal Service,62.5
telephone_services,Home Service,Business and Professional Services > Home Improvement Service > Home Service,62.4
computer_coaching,Computer Training School,Community and Government > Education > Computer Training School,62.4
lighting_fixtures_and_equipment,Lighting Store,Retail > Furniture and Home Store > Lighting Store,62.4
funeral_services_and_cemeteries,Funeral Home,Business and Professional Services > Funeral Home,62.4
professional_sports_league,Sports Club,Sports and Recreation > Sports Club,62.4
environmental_abatement_services,Mental Health Service,Health and Medicine > Mental Health Service,62.4
music_festivals_and_organizations,Organization,Community and Government > Organization,62.4
geriatric_psychiatry,Geriatric Doctor,Health and Medicine > Physician > Geriatric Doctor,62.4
farm_insurance,Insurance Agency,Business and Professional Services > Insurance Agency,62.3
plastic_company,Utility Company,Community and Government > Utility Company,62.3
debt_relief_services,Rental Service,Business and Professional Services > Rental Service,62.3
fingerprinting_service,Towing Service,Business and Professional Services > Automotive Service > Towing Service,62.2
holiday_park,Park,Landmarks and Outdoors > Park,62.2
financial_advising,Financial Service,Business and Professional Services > Financial Service,62.2
educational_camp,Education,Community and Government > Education,62.2
episcopal_church,Church,Community and Government > Spiritual Center > Church,62.2
traditional_chinese_medicine,Health and Medicine,Health and Medicine,62.2
fitness_trainer,Personal Trainer,Sports and Recreation > Personal Trainer,62.2
b2b_energy_and_mining,Dining and Drinking,Dining and Drinking,62.1
laser_cutting_service_provider,Tour Provider,Travel and Transportation > Tourist Information and Service > Tour Provider,62.1
japanese_grocery_store,Grocery Store,Retail > Food and Beverage Retail > Grocery Store,62.1
unemployment_office,Office,Business and Professional Services > Office,62.1
vending_machine_supplier,Leather Supplier,Business and Professional Services > Leather Supplier,62.0
phlebologist,Pathologist,Health and Medicine > Physician > Pathologist,62.0
apartment_agent,Department Store,Retail > Department Store,62.0
rental_kiosks,Retail,Retail,62.0
educational_supply_store,Medical Supply Store,Retail > Medical Supply Store,62.0
film_festivals_and_organizations,Organization,Community and Government > Organization,62.0
truck_rentals,Retail,Retail,62.0
auto_loan_provider,Tour Provider,Travel and Transportation > Tourist Information and Service > Tour Provider,61.9
hong_kong_style_cafe,Hong Kong Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Hong Kong Restaurant,61.9
pet_groomer,Pet Grooming Service,Business and Professional Services > Pet Service > Pet Grooming Service,61.9
energy_management_and_conservation_consultants,Management Consultant,Business and Professional Services > Management Consultant,61.9
ski_and_snowboard_school,Samba School,Arts and Entertainment > Samba School,61.9
backpacking_area,Bathing Area,Landmarks and Outdoors > Bathing Area,61.9
hockey_equipment,Hockey Club,Sports and Recreation > Hockey > Hockey Club,61.8
deck_and_railing_sales_service,Legal Service,Business and Professional Services > Legal Service,61.8
mountain_bike_parks,Mountain,Landmarks and Outdoors > Mountain,61.8
dentistry_schools,Nursery School,Community and Government > Education > Nursery School,61.7
surgical_appliances_and_supplies,Pet Supplies Store,Retail > Pet Supplies Store,61.7
banks,Bank,Business and Professional Services > Financial Service > Banking and Finance > Bank,61.7
medical_sciences_schools,Medical Center,Health and Medicine > Medical Center,61.7
social_and_human_services,Social Services Organization,Community and Government > Organization > Social Services Organization,61.7
kosher_grocery_store,Organic Grocery,Retail > Food and Beverage Retail > Grocery Store > Organic Grocery,61.7
wholesale_grocer,Wholesaler,Business and Professional Services > Wholesaler,61.6
sightseeing_tour_agency,Hot Air Balloon Tour Agency,Travel and Transportation > Hot Air Balloon Tour Agency,61.6
corporate_gift_supplier,Pet Supplies Store,Retail > Pet Supplies Store,61.6
altering_and_remodeling_contractor,Carpet and Flooring Contractor,Business and Professional Services > Home Improvement Service > Carpet and Flooring Contractor,61.6
wig_store,Drugstore,Retail > Drugstore,61.6
auto_insurance,Insurance Agency,Business and Professional Services > Insurance Agency,61.5
retaining_wall_supplier,Pet Supplies Store,Retail > Pet Supplies Store,61.5
golf_equipment,Scientific Equipment Supplier,Business and Professional Services > Scientific Equipment Supplier,61.5
sperm_clinic,Sports Medicine Clinic,Health and Medicine > Sports Medicine Clinic,61.5
auto_glass_service,Tutoring Service,Business and Professional Services > Tutoring Service,61.5
art_space_rental,Boat Rental,Travel and Transportation > Boat Rental,61.4
dental_supply_store,Medical Supply Store,Retail > Medical Supply Store,61.4
business_manufacturing_and_supply,Business Center,Business and Professional Services > Business Center,61.4
backflow_services,Legal Service,Business and Professional Services > Legal Service,61.4
drone_store,Drugstore,Retail > Drugstore,61.4
endodontist,Dentist,Health and Medicine > Dentist,61.4
pizza_delivery_service,Emergency Service,Health and Medicine > Emergency Service,61.3
auto_parts_and_supply_store,Party Supply Store,Retail > Party Supply Store,61.3
marble_and_granite_professionals,Business and Professional Services,Business and Professional Services,61.3
boat_parts_and_supply_store,Party Supply Store,Retail > Party Supply Store,61.3
rest_stop,Bus Stop,Travel and Transportation > Transport Hub > Bus Stop,61.3
box_lunch_supplier,Leather Supplier,Business and Professional Services > Leather Supplier,61.3
school_sports_league,Sports Club,Sports and Recreation > Sports Club,61.2
piano_store,Piano Bar,Dining and Drinking > Bar > Piano Bar,61.2
lighting_fixture_manufacturers,Manufacturer,Business and Professional Services > Manufacturer,61.2
child_care_and_day_care,Child Care Service,Business and Professional Services > Child Care Service,61.2
domestic_business_and_trade_organizations,Organization,Community and Government > Organization,61.2
skilled_nursing,Nursing Home,Health and Medicine > Nursing Home,61.2
window_treatment_store,Water Treatment Service,Business and Professional Services > Water Treatment Service,61.2
notary_public,Public Art,Arts and Entertainment > Public Art,61.2
auto_electrical_repair,Computers and Electronics Retail,Retail > Computers and Electronics Retail,61.2
social_security_services,Pet Service,Business and Professional Services > Pet Service,61.2
candy_store,Candy Store,Retail > Food and Beverage Retail > Candy Store,61.2
pick_your_own_farm,Farm,Landmarks and Outdoors > Farm,61.1
boat_charter,Charter Bus,Travel and Transportation > Transportation Service > Charter Bus,61.1
parasailing_ride_service,Pet Service,Business and Professional Services > Pet Service,61.1
abortion_clinic,Maternity Clinic,Health and Medicine > Maternity Clinic,61.0
tenant_and_eviction_law,Health and Medicine,Health and Medicine,61.0
dry_cleaning,Dry Cleaner,Business and Professional Services > Health and Beauty Service > Dry Cleaner,61.0
transmission_repair,Transmissions Shop,Business and Professional Services > Automotive Service > Transmissions Shop,61.0
smokehouse,Smoke Shop,Retail > Smoke Shop,61.0
immigration_assistance_services,Immigration Attorney,Business and Professional Services > Legal Service > Immigration Attorney,61.0
movie_television_studio,Design Studio,Business and Professional Services > Design Studio,61.0
floral_designer,Interior Designer,Business and Professional Services > Home Improvement Service > Interior Designer,61.0
trailer_rentals,Trailer Park,Community and Government > Trailer Park,61.0
bike_tours,Bike Trail,Landmarks and Outdoors > Bike Trail,61.0
misting_system_services,Promotional Item Service,Business and Professional Services > Promotional Item Service,60.9
mission,Transmissions Shop,Business and Professional Services > Automotive Service > Transmissions Shop,60.9
trucks_and_industrial_vehicles,Industrial Estate,Business and Professional Services > Industrial Estate,60.9
undersea_hyperbaric_medicine,Health and Medicine,Health and Medicine,60.9
home_developer,Commercial Real Estate Developer,Business and Professional Services > Real Estate Service > Commercial Real Estate Developer,60.9
energy_company,Utility Company,Community and Government > Utility Company,60.9
dairy_stores,Drugstore,Retail > Drugstore,60.9
test_preparation,Recreation Center,Sports and Recreation > Recreation Center,60.9
medical_research_and_development,Housing Development,Community and Government > Housing Development,60.9
credit_and_debt_counseling,Credit Counseling and Bankruptcy Service,Business and Professional Services > Financial Service > Credit Counseling and Bankruptcy Service,60.8
atms,ATM,Business and Professional Services > Financial Service > Banking and Finance > ATM,60.8
tai_chi_studio,Film Studio,Business and Professional Services > Film Studio,60.8
window_supplier,Plastics Supplier,Business and Professional Services > Plastics Supplier,60.8
safety_equipment,Industrial Equipment Supplier,Business and Professional Services > Industrial Equipment Supplier,60.8
political_party_office,Office,Business and Professional Services > Office,60.8
airlines,Line,Event > Line,60.8
media_news_company,Mobile Company,Business and Professional Services > Mobile Company,60.7
books_mags_music_and_video,Video Store,Retail > Video Store,60.7
road_structures_and_services,Laundry Service,Business and Professional Services > Laundry Service,60.7
blueprinters,Print Store,Retail > Print Store,60.7
hunting_and_fishing_supplies,Pet Supplies Store,Retail > Pet Supplies Store,60.7
video_and_video_game_rentals,Video Games Store,Retail > Computers and Electronics Retail > Video Games Store,60.7
wildlife_hunting_range,Hunting Area,Sports and Recreation > Hunting Area,60.7
tasting_classes,Sunglasses Store,Retail > Fashion Retail > Sunglasses Store,60.6
trampoline_park,Trailer Park,Community and Government > Trailer Park,60.6
day_spa,Spa,Business and Professional Services > Health and Beauty Service > Spa,60.6
recreational_vehicle_dealer,Recreation Center,Sports and Recreation > Recreation Center,60.6
foundation_repair,Fashion Retail,Retail > Fashion Retail,60.6
sewing_and_alterations,Sports and Recreation,Sports and Recreation,60.6
atv_rentals_and_tours,Landmarks and Outdoors,Landmarks and Outdoors,60.6
certification_agency,Advertising Agency,Business and Professional Services > Advertising Agency,60.6
hotel_supply_service,Pet Service,Business and Professional Services > Pet Service,60.5
family_service_center,Rental Service,Business and Professional Services > Rental Service,60.5
nudist_clubs,Nudist Beach,Landmarks and Outdoors > Nudist Beach,60.5
tiling,Sailing Club,Sports and Recreation > Water Sports > Sailing Club,60.5
television_service_providers,Limo Service,Travel and Transportation > Transportation Service > Limo Service,60.5
music_production,Music Store,Retail > Music Store,60.4
welding_supply_store,Medical Supply Store,Retail > Medical Supply Store,60.4
paddle_tennis_club,Tennis Store,Retail > Sporting Goods Retail > Tennis Store,60.4
b2b_oil_and_gas_extraction_and_services,Art Restoration Service,Business and Professional Services > Art Restoration Service,60.4
cleaning_products_supplier,Plastics Supplier,Business and Professional Services > Plastics Supplier,60.4
environmental_and_ecological_services_for_businesses,Geological Service,Business and Professional Services > Geological Service,60.4
auto_upholstery,Auction House,Retail > Auction House,60.3
spas,Spa,Business and Professional Services > Health and Beauty Service > Spa,60.3
paternity_tests_and_services,Art Restoration Service,Business and Professional Services > Art Restoration Service,60.3
pancake_house,Acai House,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant > Acai House,60.3
dental_laboratories,Laboratory,Business and Professional Services > Laboratory,60.3
coin_dealers,Car Dealership,Retail > Automotive Retail > Car Dealership,60.2
architectural_tours,Architecture Firm,Business and Professional Services > Architecture Firm,60.2
jet_skis_rental,Bike Rental,Travel and Transportation > Bike Rental,60.2
landmark_and_historical_building,Landmarks and Outdoors,Landmarks and Outdoors,60.2
hydro_jetting,Betting Shop,Retail > Betting Shop,60.2
engineering_schools,Driving School,Community and Government > Education > Driving School,60.2
dialysis_clinic,Massage Clinic,Business and Professional Services > Health and Beauty Service > Massage Clinic,60.1
wholesale_florist,Wholesaler,Business and Professional Services > Wholesaler,60.1
non_governmental_association,Environmental Organization,Community and Government > Organization > Environmental Organization,60.1
orthopedist,Orthopedic Surgeon,Health and Medicine > Physician > Orthopedic Surgeon,60.1
packaging_contractors_and_service,Transportation Service,Travel and Transportation > Transportation Service,60.0
masonry_contractors,Sewer Contractor,Business and Professional Services > Home Improvement Service > Sewer Contractor,60.0
private_tutor,Private Airport,Travel and Transportation > Transport Hub > Airport > Private Airport,60.0
kiteboarding,Board Store,Retail > Board Store,60.0
pretzels,Retail,Retail,60.0
iron_work,Fireworks Store,Retail > Fireworks Store,60.0
hematology,Dermatologist,Health and Medicine > Physician > Dermatologist,59.9
wine_tasting_room,Meeting Room,Business and Professional Services > Office > Meeting Room,59.9
mystic,Music Store,Retail > Music Store,59.9
tanning_bed,Tanning Salon,Business and Professional Services > Health and Beauty Service > Tanning Salon,59.9
organ_and_tissue_donor_service,Import and Export Service,Business and Professional Services > Import and Export Service,59.9
auto_detailing,Retail,Retail,59.9
esports_league,Sports Club,Sports and Recreation > Sports Club,59.8
mechanical_engineers,Engineer,Business and Professional Services > Engineer,59.8
commercial_vehicle_dealer,Commercial Real Estate Developer,Business and Professional Services > Real Estate Service > Commercial Real Estate Developer,59.8
immigration_and_naturalization,Immigration Attorney,Business and Professional Services > Legal Service > Immigration Attorney,59.8
diving_center,Skydiving Drop Zone,Sports and Recreation > Skydiving Center > Skydiving Drop Zone,59.8
drinking_water_dispenser,Dining and Drinking,Dining and Drinking,59.7
specialty_grocery_store,Grocery Store,Retail > Food and Beverage Retail > Grocery Store,59.7
rafting_kayaking_area,Fishing Area,Sports and Recreation > Fishing Area,59.7
acoustical_consultant,Management Consultant,Business and Professional Services > Management Consultant,59.7
major_airports,Airport,Travel and Transportation > Transport Hub > Airport,59.7
firearm_training,Framing Store,Retail > Framing Store,59.7
architectural_designer,Architecture Firm,Business and Professional Services > Architecture Firm,59.6
public_phones,Public Bathroom,Community and Government > Public Bathroom,59.6
business_records_storage_and_management,Business Center,Business and Professional Services > Business Center,59.6
office_of_vital_records,Record Store,Retail > Record Store,59.5
concierge_medicine,Health and Medicine,Health and Medicine,59.5
sledding_rental,Bike Rental,Travel and Transportation > Bike Rental,59.5
general_litigation,General Entertainment,Arts and Entertainment > General Entertainment,59.4
health_retreats,Mental Health Service,Health and Medicine > Mental Health Service,59.4
plastic_injection_molding_workshop,Auto Workshop,Retail > Auto Workshop,59.4
bottled_water_company,Software Company,Business and Professional Services > Technology Business > Software Company,59.3
mattress_manufacturing,Manufacturer,Business and Professional Services > Manufacturer,59.3
manufacturing_and_industrial_consultant,Industrial Estate,Business and Professional Services > Industrial Estate,59.3
scientific_laboratories,Laboratory,Business and Professional Services > Laboratory,59.3
metal_materials_and_experts,Arts and Crafts Store,Retail > Arts and Crafts Store,59.2
money_transfer_services,Translation Service,Business and Professional Services > Translation Service,59.2
whiskey_bar,Whisky Bar,Dining and Drinking > Bar > Whisky Bar,59.2
diamond_dealer,Moped Dealership,Retail > Automotive Retail > Moped Dealership,59.2
grilling_equipment,Electrical Equipment Supplier,Business and Professional Services > Electrical Equipment Supplier,59.2
b2b_storage_and_warehouses,Warehouse,Business and Professional Services > Warehouse,59.2
graphic_designer,Interior Designer,Business and Professional Services > Home Improvement Service > Interior Designer,59.2
pediatric_surgery,Plastic Surgeon,Health and Medicine > Physician > Plastic Surgeon,59.1
investing,Convention,Event > Convention,59.1
fire_and_water_damage_restoration,Travel and Transportation,Travel and Transportation,59.1
kiteboarding_instruction,Construction,Business and Professional Services > Construction,59.1
speech_training,Computer Training School,Community and Government > Education > Computer Training School,59.1
lawyer,Flower Store,Retail > Flower Store,59.1
hair_replacement,Supplement Store,Retail > Supplement Store,59.0
irrigation,Recreation Center,Sports and Recreation > Recreation Center,59.0
brewing_supply_store,Packaging Supply Store,Retail > Packaging Supply Store,59.0
aircraft_repair,Tire Repair Shop,Business and Professional Services > Automotive Service > Tire Repair Shop,59.0
wills_trusts_and_probate,Arts and Crafts Store,Retail > Arts and Crafts Store,59.0
carpet_cleaning,Carpet Store,Retail > Furniture and Home Store > Carpet Store,58.9
commercial_printer,Commercial Real Estate Developer,Business and Professional Services > Real Estate Service > Commercial Real Estate Developer,58.9
boxing_club,Boxing Gym,Sports and Recreation > Gym and Studio > Boxing Gym,58.9
social_security_law,Social Club,Community and Government > Social Club,58.9
poultry_farming,Framing Store,Retail > Framing Store,58.9
horse_equipment_shop,Electrical Equipment Supplier,Business and Professional Services > Electrical Equipment Supplier,58.9
airline_ticket_agency,Entertainment Agency,Business and Professional Services > Entertainment Agency,58.8
pet_cemetery_and_crematorium_services,Cemetery,Community and Government > Cemetery,58.8
mobile_home_dealer,Mobile Phone Store,Retail > Computers and Electronics Retail > Mobile Phone Store,58.8
biotechnology_company,Mobile Company,Business and Professional Services > Mobile Company,58.8
college_counseling,College Rec Center,Community and Government > Education > College and University > College Rec Center,58.8
blow_dry_blow_out_service,IT Service,Business and Professional Services > Technology Business > IT Service,58.8
commercial_industrial,Industrial Estate,Business and Professional Services > Industrial Estate,58.8
convents_and_monasteries,Arts and Entertainment,Arts and Entertainment,58.8
tile_store,Bookstore,Retail > Bookstore,58.8
airsoft_fields,Field,Landmarks and Outdoors > Field,58.7
nursery_and_gardening,Garden Center,Retail > Garden Center,58.7
building_supply_store,Hunting Supply Store,Retail > Sporting Goods Retail > Hunting Supply Store,58.7
nurse_practitioner,Nurse,Health and Medicine > Nurse,58.7
audio_visual_equipment_store,Industrial Equipment Supplier,Business and Professional Services > Industrial Equipment Supplier,58.7
painting,Knitting Store,Retail > Knitting Store,58.6
geneticist,Dentist,Health and Medicine > Dentist,58.6
electric_utility_provider,Tour Provider,Travel and Transportation > Tourist Information and Service > Tour Provider,58.6
game_truck_rental,Bike Rental,Travel and Transportation > Bike Rental,58.6
flooring_store,Carpet and Flooring Contractor,Business and Professional Services > Home Improvement Service > Carpet and Flooring Contractor,58.6
fort,Forest,Landmarks and Outdoors > Forest,58.6
stock_and_bond_brokers,Stock Broker,Business and Professional Services > Financial Service > Stock Broker,58.5
check_cashing_payday_loans,Check Cashing Service,Business and Professional Services > Financial Service > Check Cashing Service,58.5
genealogists,Neurologist,Health and Medicine > Physician > Neurologist,58.5
motorsport_vehicle_repair,Motorcycle Repair Shop,Business and Professional Services > Automotive Service > Motorcycle Repair Shop,58.4
cigar_bar,Bar,Dining and Drinking > Bar,58.4
military_surplus_store,Military,Community and Government > Government Building > Military,58.4
home_security,Home Service,Business and Professional Services > Home Improvement Service > Home Service,58.4
vocational_and_technical_school,Primary and Secondary School,Community and Government > Education > Primary and Secondary School,58.4
hydroponic_gardening,Garden Center,Retail > Garden Center,58.4
clinical_laboratories,Laboratory,Business and Professional Services > Laboratory,58.3
sugaring,Surfing,Sports and Recreation > Water Sports > Surfing,58.2
background_check_services,Check Cashing Service,Business and Professional Services > Financial Service > Check Cashing Service,58.2
mobile_home_repair,Mobile Phone Store,Retail > Computers and Electronics Retail > Mobile Phone Store,58.2
superstore,Drugstore,Retail > Drugstore,58.2
pediatric_cardiology,Cardiologist,Health and Medicine > Physician > Cardiologist,58.2
balloon_ports,Hot Air Balloon Tour Agency,Travel and Transportation > Hot Air Balloon Tour Agency,58.1
educational_research_institute,Research Station,Business and Professional Services > Research Station,58.1
